"","Article_day","True_Dummy","Likert_Evaluation","Age","Dig_Lit_Avg","Income_Score","CRT_Score","Familiar_Story","Education_Score","Duration","Ideology_Score","Gender","ResponseId","Treatment","Dummy_Ideology","Article_Lean","Dummy_Congruence","Susc_FN","Treat_Search"
"182","dec 11_1",1,6,61,3.8,0,0,"Yes",4,3300,-1,1,"R_1Le4JSyxHcEAYOA",1,"Liberal","Conservative",0,1,1
"183","dec 11_3",0,2,48,3.1,0,2,"No",3,1553,2,1,"R_2qrR4A3T5R1D5p4",1,"Conservative","Conservative",1,0,1
"184","dec 11_3",1,7,27,4.7,1,3,"No",3,1005,-2,0,"R_0U4V7SopHDMcDMR",1,"Liberal","Conservative",0,1,1
"185","dec 11_3",1,5,35,4.6,1,3,"No",4,941,2,1,"R_4OTaqvfhbn5SFjP",1,"Conservative","Conservative",1,1,1
"186","dec 11_3",1,3,22,3.3,1,0,"Yes",2,640,-2,0,"R_2BbxIvEy2QMYWUj",1,"Liberal","Conservative",0,1,1
"187","dec 11_3",1,7,61,4.5,0,1,"No",1,1061,3,0,"R_2P1eM0en66akXWE",1,"Conservative","Conservative",1,1,1
"188","dec 11_3",0,3,19,2.8,1,3,"No",1,908,-2,1,"R_3Jtnkj5E1uI6jEi",1,"Liberal","Conservative",0,0,1
"189","dec 11_3",1,6,23,4.5,0,1,"No",2,1060,1,0,"R_1C1kPQFhlveXetW",1,"Conservative","Conservative",1,1,1
"191","dec 11_3",0,3,23,3.5,3,4,"No",3,785,1,0,"R_1Fh03s74ovCUAs6",1,"Conservative","Conservative",1,0,1
"192","dec 11_3",1,4,30,4.1,2,3,"No",5,544,0,1,"R_10x4XLfKIbhMgJz",1,"Moderate","Conservative",0,1,1
"193","dec 11_3",0,4,80,3.9,1,2,"No",3,1129,-2,0,"R_2coOS143JzuJzwA",1,"Liberal","Conservative",0,0,1
"194","dec 11_3",0,4,80,3.9,1,2,"No",3,1129,-2,0,"R_2coOS143JzuJzwA",0,"Liberal","Conservative",0,0,0
"195","dec 11_3",0,2,48,3.1,0,2,"No",3,1553,2,1,"R_2qrR4A3T5R1D5p4",0,"Conservative","Conservative",1,0,0
"196","dec 11_3",1,7,27,4.7,1,3,"No",3,1005,-2,0,"R_0U4V7SopHDMcDMR",0,"Liberal","Conservative",0,1,0
"197","dec 11_3",1,6,61,4.5,0,1,"No",1,1061,3,0,"R_2P1eM0en66akXWE",0,"Conservative","Conservative",1,1,0
"198","dec 11_3",0,4,19,2.8,1,3,"No",1,908,-2,1,"R_3Jtnkj5E1uI6jEi",0,"Liberal","Conservative",0,0,0
"199","dec 11_3",0,3,35,4.6,1,3,"No",4,941,2,1,"R_4OTaqvfhbn5SFjP",0,"Conservative","Conservative",1,0,0
"200","dec 11_3",1,5,22,3.3,1,0,"Yes",2,640,-2,0,"R_2BbxIvEy2QMYWUj",0,"Liberal","Conservative",0,1,0
"201","dec 11_3",0,5,23,3.5,3,4,"No",3,785,1,0,"R_1Fh03s74ovCUAs6",0,"Conservative","Conservative",1,0,0
"202","dec 11_3",0,4,30,4.1,2,3,"No",5,544,0,1,"R_10x4XLfKIbhMgJz",0,"Moderate","Conservative",0,0,0
"203","dec 11_3",1,5,23,4.5,0,1,"No",2,1060,1,0,"R_1C1kPQFhlveXetW",0,"Conservative","Conservative",1,1,0
"205","dec 11_3",1,7,36,4.1,1,2,"No",1,2151,1,0,"R_3JK2BJp7HtLlMPc",0,"Conservative","Conservative",1,1,0
"206","dec 11_3",1,6,36,2.8,2,2,"No",3,2499,-1,0,"R_1GKu0vKKFu0ICA1",0,"Liberal","Conservative",0,1,0
"207","dec 11_3",0,3,18,4,1,1,"No",1,1167,0,0,"R_2aQ7iRQCR5RX8bb",0,"Moderate","Conservative",0,0,0
"208","dec 11_3",0,5,31,5,1,3,"No",4,1501,-2,1,"R_BKam79X3UZDcb1n",0,"Liberal","Conservative",0,0,0
"209","dec 11_3",0,4,26,3.7,1,2,"No",3,712,1,0,"R_2fe4qkVgsFcFrI5",0,"Conservative","Conservative",1,0,0
"210","dec 11_3",0,4,27,2.1,0,2,"No",1,1733,0,0,"R_3htM2SA6shsN68f",0,"Moderate","Conservative",0,0,0
"211","dec 11_3",0,4,23,3.2,3,3,"No",3,1506,1,0,"R_3JfQnQcFLD4cpLF",0,"Conservative","Conservative",1,0,0
"212","dec 11_3",1,5,33,4.5,3,3,"No",3,1930,-2,0,"R_1djfeSDEsnZycI3",0,"Liberal","Conservative",0,1,0
"213","dec 11_3",1,6,47,4.9,1,1,"Yes",1,1329,2,0,"R_1PTQkXY5i2labvQ",0,"Conservative","Conservative",1,1,0
"215","dec 11_3",1,5,52,4.8,3,1,"No",3,1461,-2,1,"R_YRqo0PfnUvdCCDD",0,"Liberal","Conservative",0,1,0
"216","dec 11_3",0,2,36,3.5,1,0,"No",2,1265,-1,1,"R_um1LLlJCCQf5jm9",0,"Liberal","Conservative",0,0,0
"217","dec 11_3",0,3,39,3.1,1,4,"No",3,1352,0,1,"R_3QYuINgooY2tLys",0,"Moderate","Conservative",0,0,0
"218","dec 11_3",0,4,64,4.2,0,2,"No",2,1715,-3,1,"R_br0IiLV7tXB8aVb",0,"Liberal","Conservative",0,0,0
"219","dec 11_3",0,5,58,3.7,0,1,"No",1,1670,1,1,"R_2QWk6186EWZg0HE",0,"Conservative","Conservative",1,0,0
"220","dec 11_3",1,7,39,3.2,3,1,"Yes",5,763,2,1,"R_1gkJKj2ziOFFZAw",0,"Conservative","Conservative",1,1,0
"221","dec 11_3",0,4,49,2.2,2,2,"No",1,1042,1,1,"R_3PvPJepNlWgXteP",0,"Conservative","Conservative",1,0,0
"222","dec 11_3",1,6,49,2.2,2,2,"No",1,1042,1,1,"R_3PvPJepNlWgXteP",1,"Conservative","Conservative",1,1,1
"223","dec 11_3",0,5,31,5,1,3,"No",4,1501,-2,1,"R_BKam79X3UZDcb1n",1,"Liberal","Conservative",0,0,1
"224","dec 11_3",1,5,26,3.7,1,2,"No",3,712,1,0,"R_2fe4qkVgsFcFrI5",1,"Conservative","Conservative",1,1,1
"225","dec 11_3",0,4,27,2.1,0,2,"No",1,1733,0,0,"R_3htM2SA6shsN68f",1,"Moderate","Conservative",0,0,1
"226","dec 11_3",1,6,23,3.2,3,3,"No",3,1506,1,0,"R_3JfQnQcFLD4cpLF",1,"Conservative","Conservative",1,1,1
"227","dec 11_3",0,3,33,4.5,3,3,"No",3,1930,-2,0,"R_1djfeSDEsnZycI3",1,"Liberal","Conservative",0,0,1
"228","dec 11_3",1,6,47,4.9,1,1,"Yes",1,1329,2,0,"R_1PTQkXY5i2labvQ",1,"Conservative","Conservative",1,1,1
"230","dec 11_3",1,6,52,4.8,3,1,"No",3,1461,-2,1,"R_YRqo0PfnUvdCCDD",1,"Liberal","Conservative",0,1,1
"231","dec 11_3",0,4,36,3.5,1,0,"No",2,1265,-1,1,"R_um1LLlJCCQf5jm9",1,"Liberal","Conservative",0,0,1
"232","dec 11_3",0,3,39,3.1,1,4,"No",3,1352,0,1,"R_3QYuINgooY2tLys",1,"Moderate","Conservative",0,0,1
"233","dec 11_3",1,7,36,4.1,1,2,"No",1,2151,1,0,"R_3JK2BJp7HtLlMPc",1,"Conservative","Conservative",1,1,1
"234","dec 11_3",1,5,36,2.8,2,2,"No",3,2499,-1,0,"R_1GKu0vKKFu0ICA1",1,"Liberal","Conservative",0,1,1
"235","dec 11_3",1,5,18,4,1,1,"No",1,1167,0,0,"R_2aQ7iRQCR5RX8bb",1,"Moderate","Conservative",0,1,1
"236","dec 11_3",1,7,39,3.2,3,1,"Yes",5,763,2,1,"R_1gkJKj2ziOFFZAw",1,"Conservative","Conservative",1,1,1
"237","dec 11_3",0,4,64,4.2,0,2,"No",2,1715,-3,1,"R_br0IiLV7tXB8aVb",1,"Liberal","Conservative",0,0,1
"238","dec 11_3",0,4,58,3.7,0,1,"No",1,1670,1,1,"R_2QWk6186EWZg0HE",1,"Conservative","Conservative",1,0,1
"239","dec 12_1",0,4,62,3.8,0,0,"Yes",1,1755,1,1,"R_1PZUsIIRNA7yxky",1,"Conservative","Conservative",1,0,1
"240","dec 12_1",0,4,38,3.9,1,0,"No",4,1907,0,0,"R_2SAcYmPPX1zT9an",1,"Moderate","Conservative",0,0,1
"241","dec 12_1",1,7,47,4.4,0,0,"No",1,2327,2,1,"R_3fjGwvM33uYSBlu",1,"Conservative","Conservative",1,1,1
"242","dec 12_1",0,4,49,3.9,1,1,"No",2,566,0,1,"R_1IXh4h5Y6v4jRqG",1,"Moderate","Conservative",0,0,1
"243","dec 12_1",0,4,31,3.7,2,2,"No",3,1903,-2,0,"R_3p5QKxgMIg0kEa5",1,"Liberal","Conservative",0,0,1
"244","dec 12_1",1,7,33,4.8,1,1,"No",4,3318,0,0,"R_3fQ644qWyorY1UW",1,"Moderate","Conservative",0,1,1
"245","dec 12_1",0,5,26,3.5,1,2,"No",3,1736,-1,0,"R_AEE8qaIi3rhdCs9",1,"Liberal","Conservative",0,0,1
"246","dec 12_1",1,7,74,3.4,1,1,"No",3,2238,-2,0,"R_3D7SpPjY0nDRDQY",1,"Liberal","Conservative",0,1,1
"247","dec 12_1",0,5,69,4.4,1,2,"Not Sure",1,1880,3,0,"R_2ZVPrLqE80LVsdm",1,"Conservative","Conservative",1,0,1
"248","dec 12_1",1,7,69,3.7,2,3,"No",4,1215,0,0,"R_VKys52GwT9Ah9Jf",1,"Moderate","Conservative",0,1,1
"249","dec 12_1",0,3,69,3.7,2,3,"No",4,1215,0,0,"R_VKys52GwT9Ah9Jf",0,"Moderate","Conservative",0,0,0
"250","dec 12_1",0,3,62,3.8,0,0,"Yes",1,1755,1,1,"R_1PZUsIIRNA7yxky",0,"Conservative","Conservative",1,0,0
"251","dec 12_1",1,5,47,4.4,0,0,"No",1,2327,2,1,"R_3fjGwvM33uYSBlu",0,"Conservative","Conservative",1,1,0
"252","dec 12_1",0,4,49,3.9,1,1,"No",2,566,0,1,"R_1IXh4h5Y6v4jRqG",0,"Moderate","Conservative",0,0,0
"253","dec 12_1",1,7,31,3.7,2,2,"No",3,1903,-2,0,"R_3p5QKxgMIg0kEa5",0,"Liberal","Conservative",0,1,0
"254","dec 12_1",0,3,38,3.9,1,0,"No",4,1907,0,0,"R_2SAcYmPPX1zT9an",0,"Moderate","Conservative",0,0,0
"255","dec 12_1",0,4,26,3.5,1,2,"No",3,1736,-1,0,"R_AEE8qaIi3rhdCs9",0,"Liberal","Conservative",0,0,0
"256","dec 12_1",0,2,74,3.4,1,1,"No",3,2238,-2,0,"R_3D7SpPjY0nDRDQY",0,"Liberal","Conservative",0,0,0
"257","dec 12_1",0,5,69,4.4,1,2,"Not Sure",1,1880,3,0,"R_2ZVPrLqE80LVsdm",0,"Conservative","Conservative",1,0,0
"258","dec 12_1",1,6,33,4.8,1,1,"No",4,3318,0,0,"R_3fQ644qWyorY1UW",0,"Moderate","Conservative",0,1,0
"259","dec 12_1",0,3,50,3.7,0,0,"No",3,784,0,1,"R_2cjDQRVxS9NRoAG",1,"Moderate","Conservative",0,0,1
"260","dec 12_1",0,1,46,3.4,2,3,"No",1,760,3,1,"R_2Y4Fb4kINycOlI3",1,"Conservative","Conservative",1,0,1
"261","dec 12_1",0,5,34,5,1,1,"No",4,1710,3,0,"R_sNY3HoORTfTtJAt",1,"Conservative","Conservative",1,0,1
"262","dec 12_1",1,5,65,2.9,1,0,"No",1,1387,0,0,"R_1LIgrYwZZez4hxU",1,"Moderate","Conservative",0,1,1
"263","dec 12_1",0,1,72,3.6,0,1,"No",1,1301,0,0,"R_2vk7b0jlgKHK1kW",1,"Moderate","Conservative",0,0,1
"264","dec 12_1",1,7,65,3,1,1,"No",3,742,1,0,"R_3HXIAQi5or3C0hy",1,"Conservative","Conservative",1,1,1
"265","dec 12_1",0,3,41,3.5,3,0,"No",4,395,0,1,"R_3Hz7q4zJS06xUMS",1,"Moderate","Conservative",0,0,1
"266","dec 12_1",0,1,52,4.3,1,0,"No",1,795,-3,1,"R_1JWRjMZJzmG6pjw",1,"Liberal","Conservative",0,0,1
"267","dec 12_1",1,6,65,3.2,3,2,"Yes",3,1217,0,0,"R_2uIYVRr4oUttwIv",1,"Moderate","Conservative",0,1,1
"268","dec 12_1",1,7,46,4.5,0,0,"No",3,1268,3,1,"R_2q9FRWdoKyFbZfg",1,"Conservative","Conservative",1,1,1
"269","dec 12_1",0,4,70,2.2,0,2,"Not Sure",2,1467,0,1,"R_u8kCuhbJXl9E1z3",1,"Moderate","Conservative",0,0,1
"270","dec 12_1",1,5,25,4.5,0,1,"Yes",4,1722,0,1,"R_26nJy33CRC0okwB",1,"Moderate","Conservative",0,1,1
"271","dec 12_1",1,7,61,1.9,1,3,"No",2,1608,2,1,"R_uyIJ73api7Gw9TX",1,"Conservative","Conservative",1,1,1
"272","dec 12_1",1,7,54,3.6,1,2,"No",2,2135,-2,1,"R_3KUR57o8tfw5pXM",1,"Liberal","Conservative",0,1,1
"273","dec 12_1",0,4,50,3.6,0,2,"No",3,2220,-2,1,"R_57Pw6arxkupZpf3",1,"Liberal","Conservative",0,0,1
"274","dec 12_1",1,6,25,5,0,0,"Yes",2,2664,-1,1,"R_3DnB574rY5OBf8q",1,"Liberal","Conservative",0,1,1
"275","dec 12_1",1,6,18,4.5,2,3,"No",0,899,-2,1,"R_3JC8NKXenpJ7O3q",1,"Liberal","Conservative",0,1,1
"276","dec 12_1",1,7,48,3.5,1,1,"Yes",1,1549,1,0,"R_3hGzFnWQGESoYt0",1,"Conservative","Conservative",1,1,1
"277","dec 12_1",1,6,42,5,1,1,"No",1,1239,0,0,"R_3mft4RqfktuvRD0",1,"Moderate","Conservative",0,1,1
"278","dec 12_1",0,5,21,4.1,0,3,"No",1,1340,0,1,"R_1MPYWrJkWyeDGbT",1,"Moderate","Conservative",0,0,1
"279","dec 12_1",0,5,46,3.7,0,0,"No",2,998,-2,1,"R_3hlLTfVNmuCBwgl",1,"Liberal","Conservative",0,0,1
"280","dec 12_1",0,1,52,4.3,1,0,"No",1,795,-3,1,"R_1JWRjMZJzmG6pjw",0,"Liberal","Conservative",0,0,0
"281","dec 12_1",0,3,65,3.2,3,2,"Yes",3,1217,0,0,"R_2uIYVRr4oUttwIv",0,"Moderate","Conservative",0,0,0
"282","dec 12_1",1,4,46,4.5,0,0,"No",3,1268,3,1,"R_2q9FRWdoKyFbZfg",0,"Conservative","Conservative",1,1,0
"283","dec 12_1",0,4,70,2.2,0,2,"Not Sure",2,1467,0,1,"R_u8kCuhbJXl9E1z3",0,"Moderate","Conservative",0,0,0
"284","dec 12_1",1,6,25,4.5,0,1,"Yes",4,1722,0,1,"R_26nJy33CRC0okwB",0,"Moderate","Conservative",0,1,0
"285","dec 12_1",0,4,61,1.9,1,3,"No",2,1608,2,1,"R_uyIJ73api7Gw9TX",0,"Conservative","Conservative",1,0,0
"286","dec 12_1",0,2,50,3.7,0,0,"No",3,784,0,1,"R_2cjDQRVxS9NRoAG",0,"Moderate","Conservative",0,0,0
"287","dec 12_1",0,1,46,3.4,2,3,"No",1,760,3,1,"R_2Y4Fb4kINycOlI3",0,"Conservative","Conservative",1,0,0
"288","dec 12_1",1,5,34,5,1,1,"No",4,1710,3,0,"R_sNY3HoORTfTtJAt",0,"Conservative","Conservative",1,1,0
"289","dec 12_1",0,6,65,2.9,1,0,"No",1,1387,0,0,"R_1LIgrYwZZez4hxU",0,"Moderate","Conservative",0,0,0
"290","dec 12_1",0,1,72,3.6,0,1,"No",1,1301,0,0,"R_2vk7b0jlgKHK1kW",0,"Moderate","Conservative",0,0,0
"291","dec 12_1",1,6,65,3,1,1,"No",3,742,1,0,"R_3HXIAQi5or3C0hy",0,"Conservative","Conservative",1,1,0
"292","dec 12_1",0,3,41,3.5,3,0,"No",4,395,0,1,"R_3Hz7q4zJS06xUMS",0,"Moderate","Conservative",0,0,0
"293","dec 12_1",0,5,46,3.7,0,0,"No",2,998,-2,1,"R_3hlLTfVNmuCBwgl",0,"Liberal","Conservative",0,0,0
"294","dec 12_1",0,4,18,4.5,2,3,"No",0,899,-2,1,"R_3JC8NKXenpJ7O3q",0,"Liberal","Conservative",0,0,0
"295","dec 12_1",0,1,54,3.6,1,2,"No",2,2135,-2,1,"R_3KUR57o8tfw5pXM",0,"Liberal","Conservative",0,0,0
"296","dec 12_1",0,4,50,3.6,0,2,"No",3,2220,-2,1,"R_57Pw6arxkupZpf3",0,"Liberal","Conservative",0,0,0
"297","dec 12_1",1,6,25,5,0,0,"Yes",2,2664,-1,1,"R_3DnB574rY5OBf8q",0,"Liberal","Conservative",0,1,0
"298","dec 12_1",1,7,48,3.5,1,1,"Yes",1,1549,1,0,"R_3hGzFnWQGESoYt0",0,"Conservative","Conservative",1,1,0
"299","dec 12_1",1,5,42,5,1,1,"No",1,1239,0,0,"R_3mft4RqfktuvRD0",0,"Moderate","Conservative",0,1,0
"300","dec 12_1",1,6,21,4.1,0,3,"No",1,1340,0,1,"R_1MPYWrJkWyeDGbT",0,"Moderate","Conservative",0,1,0
"301","dec 16_1",1,6,33,3.6,1,3,"No",3,4534,0,0,"R_1FaB2KahBzOPiWR",0,"Moderate","Conservative",0,1,0
"302","dec 16_1",1,7,24,4,1,1,"No",3,606,-3,0,"R_4YqvcgPzG67zoTD",0,"Liberal","Conservative",0,1,0
"303","dec 16_1",1,5,19,4.6,3,3,"No",1,530,0,0,"R_3J8l7m6cX5fN7CB",0,"Moderate","Conservative",0,1,0
"304","dec 16_1",1,7,64,5,0,0,"Yes",1,1478,1,0,"R_ANmO6uoEzkmRJAd",0,"Conservative","Conservative",1,1,0
"305","dec 16_1",1,7,69,2.7,0,1,"No",1,1951,0,0,"R_2V8PYoim4xH2gNd",0,"Moderate","Conservative",0,1,0
"306","dec 16_1",0,5,29,2.8,1,3,"No",3,829,2,1,"R_1jkQsWdehKZe4o3",0,"Conservative","Conservative",1,0,0
"307","dec 16_1",0,5,34,4.2,1,2,"No",2,1585,1,1,"R_1i3dkYZoPH62zv5",0,"Conservative","Conservative",1,0,0
"308","dec 16_1",1,7,50,2.9,0,2,"No",2,1535,-1,0,"R_12gs9AceDay9JbT",0,"Liberal","Conservative",0,1,0
"309","dec 16_1",1,7,73,3,0,1,"No",3,1055,2,1,"R_79UKdGBx7Eig5ix",0,"Conservative","Conservative",1,1,0
"310","dec 16_1",0,3,32,5,0,1,"No",1,1001,-3,0,"R_2ZKvYLXpHivYEki",0,"Liberal","Conservative",0,0,0
"311","dec 16_1",0,3,32,5,0,1,"No",1,1001,-3,0,"R_2ZKvYLXpHivYEki",1,"Liberal","Conservative",0,0,1
"312","dec 16_1",1,5,33,3.6,1,3,"No",3,4534,0,0,"R_1FaB2KahBzOPiWR",1,"Moderate","Conservative",0,1,1
"313","dec 16_1",1,7,24,4,1,1,"No",3,606,-3,0,"R_4YqvcgPzG67zoTD",1,"Liberal","Conservative",0,1,1
"314","dec 16_1",1,5,19,4.6,3,3,"No",1,530,0,0,"R_3J8l7m6cX5fN7CB",1,"Moderate","Conservative",0,1,1
"315","dec 16_1",1,6,64,5,0,0,"Yes",1,1478,1,0,"R_ANmO6uoEzkmRJAd",1,"Conservative","Conservative",1,1,1
"316","dec 16_1",0,4,69,2.7,0,1,"No",1,1951,0,0,"R_2V8PYoim4xH2gNd",1,"Moderate","Conservative",0,0,1
"317","dec 16_1",1,6,29,2.8,1,3,"No",3,829,2,1,"R_1jkQsWdehKZe4o3",1,"Conservative","Conservative",1,1,1
"318","dec 16_1",1,5,34,4.2,1,2,"No",2,1585,1,1,"R_1i3dkYZoPH62zv5",1,"Conservative","Conservative",1,1,1
"319","dec 16_1",1,7,50,2.9,0,2,"No",2,1535,-1,0,"R_12gs9AceDay9JbT",1,"Liberal","Conservative",0,1,1
"320","dec 16_1",1,7,73,3,0,1,"No",3,1055,2,1,"R_79UKdGBx7Eig5ix",1,"Conservative","Conservative",1,1,1
"321","dec 16_1",1,7,55,3,0,3,"No",1,4549,3,1,"R_ZkJK8dGG0aTtFqV",1,"Conservative","Conservative",1,1,1
"322","dec 16_1",1,7,40,4.3,2,2,"No",2,716,-3,0,"R_1LH1nMn6tJjERxf",1,"Liberal","Conservative",0,1,1
"323","dec 16_1",1,6,66,4.9,2,0,"Yes",4,1074,1,0,"R_1H5IgTe9CNJG6Rz",1,"Conservative","Conservative",1,1,1
"324","dec 16_1",1,4,62,3.7,2,2,"No",2,1789,3,0,"R_1llqrCORCON1hk9",1,"Conservative","Conservative",1,1,1
"325","dec 16_1",1,7,79,4.2,0,3,"Yes",1,748,2,0,"R_zcERYObjwv04N0J",1,"Conservative","Conservative",1,1,1
"326","dec 16_1",0,4,38,3.1,0,0,"No",2,963,0,0,"R_2wucJwd0FxW4jfk",1,"Moderate","Conservative",0,0,1
"327","dec 16_1",0,1,38,4.3,1,2,"No",4,679,0,0,"R_1EcZKZ7Ryy5a6ck",1,"Moderate","Conservative",0,0,1
"328","dec 16_1",1,7,63,4,2,0,"No",3,3450,-3,0,"R_1mXjdVkCzii5uDf",1,"Liberal","Conservative",0,1,1
"329","dec 16_1",0,5,69,2.6,0,2,"No",2,1519,3,1,"R_3JpVHgAKKUVD5eg",1,"Conservative","Conservative",1,0,1
"330","dec 16_1",1,5,48,2,0,1,"No",4,843,0,1,"R_29t6R4UcDtkpg4t",1,"Moderate","Conservative",0,1,1
"331","dec 16_1",1,7,50,3.3,0,3,"Not Sure",3,1630,0,1,"R_esMmVLPmbmrMikx",1,"Moderate","Conservative",0,1,1
"332","dec 16_1",1,5,37,4.4,1,2,"No",1,1577,-1,1,"R_1LOMLpVhOM6yfcC",1,"Liberal","Conservative",0,1,1
"333","dec 16_1",1,6,66,4,1,1,"No",2,2209,-2,1,"R_3oKEFKQqVwKtfEb",1,"Liberal","Conservative",0,1,1
"334","dec 16_1",0,1,66,3.3,1,2,"No",1,1476,0,1,"R_3j03jDZrkZFl1xP",1,"Moderate","Conservative",0,0,1
"335","dec 16_1",1,7,45,4.1,0,2,"No",3,2141,0,1,"R_2Uhzo34fZR85AEk",1,"Moderate","Conservative",0,1,1
"336","dec 16_1",1,7,40,4.3,2,2,"No",2,716,-3,0,"R_1LH1nMn6tJjERxf",0,"Liberal","Conservative",0,1,0
"337","dec 16_1",1,6,66,4.9,2,0,"Yes",4,1074,1,0,"R_1H5IgTe9CNJG6Rz",0,"Conservative","Conservative",1,1,0
"338","dec 16_1",1,7,62,3.7,2,2,"No",2,1789,3,0,"R_1llqrCORCON1hk9",0,"Conservative","Conservative",1,1,0
"339","dec 16_1",1,7,79,4.2,0,3,"Yes",1,748,2,0,"R_zcERYObjwv04N0J",0,"Conservative","Conservative",1,1,0
"340","dec 16_1",0,4,38,3.1,0,0,"No",2,963,0,0,"R_2wucJwd0FxW4jfk",0,"Moderate","Conservative",0,0,0
"341","dec 16_1",0,2,38,4.3,1,2,"No",4,679,0,0,"R_1EcZKZ7Ryy5a6ck",0,"Moderate","Conservative",0,0,0
"342","dec 16_1",1,6,63,4,2,0,"No",3,3450,-3,0,"R_1mXjdVkCzii5uDf",0,"Liberal","Conservative",0,1,0
"343","dec 16_1",0,5,69,2.6,0,2,"No",2,1519,3,1,"R_3JpVHgAKKUVD5eg",0,"Conservative","Conservative",1,0,0
"344","dec 16_1",0,4,48,2,0,1,"No",4,843,0,1,"R_29t6R4UcDtkpg4t",0,"Moderate","Conservative",0,0,0
"345","dec 16_1",0,4,50,3.3,0,3,"Not Sure",3,1630,0,1,"R_esMmVLPmbmrMikx",0,"Moderate","Conservative",0,0,0
"346","dec 16_1",0,4,37,4.4,1,2,"No",1,1577,-1,1,"R_1LOMLpVhOM6yfcC",0,"Liberal","Conservative",0,0,0
"347","dec 16_1",0,3,66,4,1,1,"No",2,2209,-2,1,"R_3oKEFKQqVwKtfEb",0,"Liberal","Conservative",0,0,0
"348","dec 16_1",0,4,55,3,0,3,"No",1,4549,3,1,"R_ZkJK8dGG0aTtFqV",0,"Conservative","Conservative",1,0,0
"349","dec 16_1",0,4,45,4.1,0,2,"No",3,2141,0,1,"R_2Uhzo34fZR85AEk",0,"Moderate","Conservative",0,0,0
"350","dec 16_1",0,2,66,3.3,1,2,"No",1,1476,0,1,"R_3j03jDZrkZFl1xP",0,"Moderate","Conservative",0,0,0
"351","dec 17_1",1,5,67,5,2,3,"No",3,1089,-2,0,"R_x3H3cTloSADEDHX",1,"Liberal","Conservative",0,1,1
"352","dec 17_1",1,5,42,4.4,2,1,"Yes",4,1013,1,0,"R_2OZLQjVc4bbHFS3",1,"Conservative","Conservative",1,1,1
"353","dec 17_1",1,6,49,3.9,1,3,"No",1,1133,0,0,"R_6JU4UThvEvv9iAF",1,"Moderate","Conservative",0,1,1
"354","dec 17_1",0,2,61,4.6,1,2,"No",3,932,0,0,"R_bpFccvp1UZLIwXT",1,"Moderate","Conservative",0,0,1
"355","dec 17_1",0,3,49,3.6,0,2,"No",1,856,-2,0,"R_1BPEh0h19MatOsD",1,"Liberal","Conservative",0,0,1
"356","dec 17_1",0,5,28,4.3,0,0,"No",3,473,-3,0,"R_2cuA2glunpU13V3",1,"Liberal","Conservative",0,0,1
"357","dec 17_1",0,3,56,4.2,0,0,"No",1,1901,-3,0,"R_1QE2VAKYvSFPfFS",1,"Liberal","Conservative",0,0,1
"358","dec 17_1",0,4,25,3.4,0,3,"No",3,1286,0,0,"R_21mpKnFxE3cUyHS",1,"Moderate","Conservative",0,0,1
"359","dec 17_1",1,6,54,3.3,0,2,"Yes",3,2180,3,0,"R_1K6Fi9oI39T0xhG",1,"Conservative","Conservative",1,1,1
"360","dec 17_1",1,7,25,4,0,2,"No",2,915,-2,0,"R_2AHh3O68focUr0j",1,"Liberal","Conservative",0,1,1
"361","dec 17_1",0,5,34,4.6,0,2,"No",4,1005,3,0,"R_2wStqc9F2ZazCJr",1,"Conservative","Conservative",1,0,1
"362","dec 17_1",1,7,61,3.6,2,2,"Not Sure",3,1626,1,0,"R_3NxQgxJ2pA9uzm8",1,"Conservative","Conservative",1,1,1
"363","dec 17_1",0,1,43,2.5,1,1,"No",1,1083,1,0,"R_Rry6SYJueGiUACd",1,"Conservative","Conservative",1,0,1
"364","dec 17_1",1,6,20,4.1,0,3,"No",1,735,0,0,"R_2rkgwev2xEel5md",1,"Moderate","Conservative",0,1,1
"365","dec 17_1",1,5,23,3.7,2,1,"No",3,565,1,0,"R_wYqov4F3KWSAMI9",1,"Conservative","Conservative",1,1,1
"366","dec 17_1",1,6,49,3.2,0,2,"No",1,2817,0,0,"R_1riuv09Qszx7yMY",1,"Moderate","Conservative",0,1,1
"367","dec 17_1",0,2,44,2.7,0,1,"No",3,851,0,1,"R_3PAElmDXeNUGtTe",1,"Moderate","Conservative",0,0,1
"368","dec 17_1",0,1,67,3.3,0,3,"No",1,1181,-2,1,"R_24uPfo5tQ8x0Bnu",1,"Liberal","Conservative",0,0,1
"369","dec 17_1",0,4,61,2.4,0,2,"No",1,1400,-1,1,"R_pFzyNFWIkzPmigF",1,"Liberal","Conservative",0,0,1
"370","dec 17_1",1,7,42,4,0,1,"No",2,1131,2,1,"R_1pFGGfm2c88BxzH",1,"Conservative","Conservative",1,1,1
"371","dec 17_1",1,7,33,4.5,2,3,"No",3,1626,0,1,"R_YYy49x6GY50xATT",1,"Moderate","Conservative",0,1,1
"372","dec 17_1",0,3,22,2.9,1,1,"No",1,968,-2,1,"R_2s5Yy3PfYsVwSQu",1,"Liberal","Conservative",0,0,1
"373","dec 17_1",1,5,66,4.3,1,1,"No",3,1370,1,1,"R_2QF0YWOjNJIjW0w",1,"Conservative","Conservative",1,1,1
"374","dec 17_1",0,1,64,4.2,1,3,"No",3,761,0,1,"R_Dk33o4vRmQiHbwZ",1,"Moderate","Conservative",0,0,1
