"","Article_day","True_Dummy","Likert_Evaluation","Age","Dig_Lit_Avg","Income_Score","CRT_Score","Familiar_Story","Education_Score","Duration","Ideology_Score","Gender","ResponseId","Treatment","Dummy_Ideology","Article_Lean","Dummy_Congruence","Susc_FN","Treat_Search"
"992","feb 5_1",1,7,50,3.3,0,3,"No",1,1421,3,1,"R_2Y9xf2vU40Z1u53",0,"Conservative","Conservative",1,1,0
"993","feb 5_1",0,4,73,3.2,1,0,"Yes",5,764,0,0,"R_3qVzG3fvsVXGqrG",0,"Moderate","Conservative",0,0,0
"994","feb 5_1",0,4,73,3.2,1,0,"Yes",5,764,0,0,"R_3qVzG3fvsVXGqrG",1,"Moderate","Conservative",0,0,1
"995","feb 5_1",0,5,58,4,1,2,"Not Sure",1,1130,3,0,"R_2PBzlTLN1z0L1wf",1,"Conservative","Conservative",1,0,1
"996","feb 5_1",0,1,46,3.6,0,2,"Yes",3,2037,-3,0,"R_RWRfIhnGRWmrWcp",1,"Liberal","Conservative",0,0,1
"997","feb 5_1",1,7,73,3.4,1,2,"Yes",3,1485,3,0,"R_1LFCz05sZ18Wt2Z",1,"Conservative","Conservative",1,1,1
"998","feb 5_1",1,5,34,3.6,0,2,"No",1,786,0,0,"R_3LiQ2vfAo0QCy2Q",1,"Moderate","Conservative",0,1,1
"999","feb 5_1",1,5,40,3.5,1,2,"Yes",4,1265,2,0,"R_1HqOg6AarDkBPT8",1,"Conservative","Conservative",1,1,1
"1000","feb 5_1",0,2,66,4.7,2,4,"No",3,951,1,0,"R_2c64H8BlycXxbas",1,"Conservative","Conservative",1,0,1
"1001","feb 5_1",0,4,54,1,0,1,"No",1,3310,-2,1,"R_XMWxJGqB2I4aMy5",1,"Liberal","Conservative",0,0,1
"1002","feb 5_1",0,6,19,4.7,2,3,"No",2,491,-2,0,"R_YamfyK8gSqRndyF",1,"Liberal","Conservative",0,0,1
"1004","feb 5_1",0,1,40,3.7,0,1,"No",1,1296,0,0,"R_1GBRW7GYJdiXbwW",1,"Moderate","Conservative",0,0,1
"1005","feb 5_1",1,4,18,2.9,2,2,"No",1,502,-2,0,"R_28MxGX2HaCPLOAy",1,"Liberal","Conservative",0,1,1
"1006","feb 5_1",0,4,58,3.6,1,3,"Yes",3,3189,-3,0,"R_3nMMNUb6pS2b815",1,"Liberal","Conservative",0,0,1
"1007","feb 5_1",0,4,28,3.9,0,2,"Yes",3,1651,-3,0,"R_BG4ljdUz2N3MsuJ",1,"Liberal","Conservative",0,0,1
"1008","feb 5_1",1,5,31,3.1,1,2,"No",3,718,0,0,"R_1hGygEg725Yhnt3",1,"Moderate","Conservative",0,1,1
"1009","feb 5_1",0,1,19,4,3,3,"No",1,812,-1,0,"R_3MQnsv5tWaN37jj",1,"Liberal","Conservative",0,0,1
"1010","feb 5_1",0,4,43,4.1,2,2,"No",3,1032,-1,0,"R_rdvMUSQlj4npC5X",1,"Liberal","Conservative",0,0,1
"1011","feb 5_1",0,5,50,3,1,1,"No",4,680,-2,1,"R_3sdlkupMpFF83kB",1,"Liberal","Conservative",0,0,1
"1012","feb 5_1",1,6,21,3.7,1,1,"No",1,1307,0,1,"R_3oA7XF9mOOxYVaJ",1,"Moderate","Conservative",0,1,1
"1013","feb 5_1",0,2,69,4.2,1,2,"No",3,1219,-1,1,"R_2bqtpAQmeBf1wlj",1,"Liberal","Conservative",0,0,1
"1014","feb 5_1",0,3,61,2.9,0,1,"No",2,3255,1,1,"R_1NewXbTbTVIql9N",1,"Conservative","Conservative",1,0,1
"1015","feb 5_1",0,4,63,2.9,1,0,"Yes",3,1653,2,1,"R_1LbMBaTd1EkQ9by",1,"Conservative","Conservative",1,0,1
"1016","feb 5_1",0,4,62,3.7,0,2,"No",2,896,0,1,"R_3GCzJmtzX7Vk9iR",1,"Moderate","Conservative",0,0,1
"1017","feb 5_1",0,4,39,4.1,1,2,"No",4,844,3,1,"R_3qD068aXDVeIP5h",1,"Conservative","Conservative",1,0,1
"1018","feb 5_1",0,2,41,4.2,1,0,"Yes",3,1205,-3,1,"R_2vcf5udj3lZiyaN",1,"Liberal","Conservative",0,0,1
"1019","feb 5_1",1,6,43,4.1,1,2,"Yes",2,998,1,1,"R_3m7tmuX1DinUDQ0",1,"Conservative","Conservative",1,1,1
"1020","feb 5_1",1,7,50,3.3,0,3,"No",1,1421,3,1,"R_2Y9xf2vU40Z1u53",1,"Conservative","Conservative",1,1,1
"1021","feb 5_1",0,3,40,2.9,1,0,"No",1,737,0,1,"R_1NDEl90mN8O84a6",1,"Moderate","Conservative",0,0,1
"1022","feb 5_1",0,2,47,3.5,1,0,"No",1,1792,0,1,"R_1Q5GUrtwoXbvqNK",1,"Moderate","Conservative",0,0,1
"1023","feb 5_1",0,4,44,3.7,2,2,"No",3,755,1,1,"R_1jD5MD9Mt2Aq1I2",1,"Conservative","Conservative",1,0,1
"1024","feb 5_1",0,4,44,3.7,2,2,"No",3,755,1,1,"R_1jD5MD9Mt2Aq1I2",0,"Conservative","Conservative",1,0,0
"1025","feb 5_3",0,1,55,3.8,1,3,"No",3,1291,2,0,"R_3gSdfN81UEUskZP",1,"Conservative","Neutral",0,0,1
"1026","feb 5_3",0,1,70,3.4,1,1,"No",3,1203,0,0,"R_2yj6YYrw2p7UJbA",1,"Moderate","Neutral",0,0,1
"1027","feb 5_3",0,1,65,3.3,2,3,"No",1,1097,-2,0,"R_1kRBvCLKuYxFOJZ",1,"Liberal","Neutral",0,0,1
"1028","feb 5_3",1,7,51,3.4,0,2,"Not Sure",1,2089,0,1,"R_1llv9nIXLcaR9Od",1,"Moderate","Neutral",0,1,1
"1029","feb 5_3",0,4,32,4,1,2,"No",1,1347,0,1,"R_3rTFPoU00hUec9z",1,"Moderate","Neutral",0,0,1
"1030","feb 5_3",0,4,69,4.2,0,2,"No",4,1551,-1,1,"R_2e83onMPjNckq7D",1,"Liberal","Neutral",0,0,1
"1031","feb 5_3",0,2,20,3.9,2,4,"No",2,697,-3,0,"R_2lv3hkm56Ba2u09",1,"Liberal","Neutral",0,0,1
"1032","feb 5_3",0,2,49,5,0,2,"No",3,1626,3,0,"R_1IaMSzgs4HnzoNX",1,"Conservative","Neutral",0,0,1
"1034","feb 5_3",0,3,42,4.4,0,2,"No",4,1616,-2,0,"R_3OfcjpdpHJOJDXH",1,"Liberal","Neutral",0,0,1
"1035","feb 5_3",1,3,44,4,1,2,"Not Sure",4,682,1,0,"R_12zovqRowLIWu3e",1,"Conservative","Neutral",0,1,1
"1036","feb 5_3",0,2,59,4.3,1,1,"No",3,1635,-1,0,"R_BD14hu62t24SMh3",1,"Liberal","Neutral",0,0,1
"1037","feb 5_3",0,4,34,3.5,1,2,"No",4,1033,3,0,"R_3KU55krdcvq1dUi",1,"Conservative","Neutral",0,0,1
"1038","feb 5_3",1,5,20,4.4,1,4,"No",1,626,0,0,"R_32WvlCDPstIVAWK",1,"Moderate","Neutral",0,1,1
"1039","feb 5_3",1,5,35,3.5,1,1,"Not Sure",5,1190,3,0,"R_2bJCLLiDXuJn0fu",1,"Conservative","Neutral",0,1,1
"1040","feb 5_3",0,3,67,2.9,0,3,"Not Sure",2,2439,-2,1,"R_5dbj5R4PfSowJMt",1,"Liberal","Neutral",0,0,1
"1041","feb 5_3",0,2,45,5,1,3,"No",1,924,-2,0,"R_39sEqZJgX9fbnEJ",1,"Liberal","Neutral",0,0,1
"1042","feb 5_3",0,3,25,3.9,1,2,"No",2,801,1,0,"R_24dt8DdMnLfSoJr",1,"Conservative","Neutral",0,0,1
"1043","feb 5_3",0,3,45,2.9,1,3,"No",1,1597,-1,0,"R_1P5K6kdt4CKEamF",1,"Liberal","Neutral",0,0,1
"1044","feb 5_3",0,4,28,4.6,0,3,"No",2,819,2,0,"R_OKkOBI63w7bSWVr",1,"Conservative","Neutral",0,0,1
"1045","feb 5_3",1,7,18,3.4,0,3,"No",1,827,-2,0,"R_1NCUZeUUrENmZci",1,"Liberal","Neutral",0,1,1
"1046","feb 5_3",1,5,24,5,1,3,"No",4,1176,-3,0,"R_1gAyn5ZCNo1qn6x",1,"Liberal","Neutral",0,1,1
"1047","feb 5_3",0,2,35,3.3,0,2,"Not Sure",3,3143,-2,0,"R_2bI5f2UQYyIg78H",1,"Liberal","Neutral",0,0,1
"1048","feb 5_3",0,3,26,2.5,0,1,"No",3,1134,-2,1,"R_2Bba7J6o8ru21sJ",1,"Liberal","Neutral",0,0,1
"1049","feb 5_3",0,1,25,3.9,2,3,"No",3,1691,-1,1,"R_2wcr78MiptNgCdE",1,"Liberal","Neutral",0,0,1
"1050","feb 5_3",0,1,56,4,2,0,"No",3,1482,-2,1,"R_2bNNbv3qDbhNAL2",1,"Liberal","Neutral",0,0,1
"1051","feb 5_3",0,4,62,3.2,2,0,"No",2,1176,2,1,"R_2CxFOJj3qod2hTz",1,"Conservative","Neutral",0,0,1
"1052","feb 5_3",0,1,63,5,2,1,"No",4,1969,2,1,"R_2AQE9atUMeUAoJ7",1,"Conservative","Neutral",0,0,1
"1053","feb 5_3",0,1,70,3.4,1,1,"No",3,1203,0,0,"R_2yj6YYrw2p7UJbA",0,"Moderate","Neutral",0,0,0
"1054","feb 5_3",0,4,55,3.8,1,3,"No",3,1291,2,0,"R_3gSdfN81UEUskZP",0,"Conservative","Neutral",0,0,0
"1055","feb 5_3",0,4,51,3.4,0,2,"Not Sure",1,2089,0,1,"R_1llv9nIXLcaR9Od",0,"Moderate","Neutral",0,0,0
"1056","feb 5_3",0,4,32,4,1,2,"No",1,1347,0,1,"R_3rTFPoU00hUec9z",0,"Moderate","Neutral",0,0,0
"1057","feb 5_3",0,5,69,4.2,0,2,"No",4,1551,-1,1,"R_2e83onMPjNckq7D",0,"Liberal","Neutral",0,0,0
"1058","feb 5_3",0,3,20,3.9,2,4,"No",2,697,-3,0,"R_2lv3hkm56Ba2u09",0,"Liberal","Neutral",0,0,0
"1059","feb 5_3",0,3,49,5,0,2,"No",3,1626,3,0,"R_1IaMSzgs4HnzoNX",0,"Conservative","Neutral",0,0,0
"1061","feb 5_3",0,2,42,4.4,0,2,"No",4,1616,-2,0,"R_3OfcjpdpHJOJDXH",0,"Liberal","Neutral",0,0,0
"1062","feb 5_3",0,3,44,4,1,2,"Not Sure",4,682,1,0,"R_12zovqRowLIWu3e",0,"Conservative","Neutral",0,0,0
"1063","feb 5_3",0,2,59,4.3,1,1,"No",3,1635,-1,0,"R_BD14hu62t24SMh3",0,"Liberal","Neutral",0,0,0
"1064","feb 5_3",1,5,34,3.5,1,2,"No",4,1033,3,0,"R_3KU55krdcvq1dUi",0,"Conservative","Neutral",0,1,0
"1065","feb 5_3",0,4,20,4.4,1,4,"No",1,626,0,0,"R_32WvlCDPstIVAWK",0,"Moderate","Neutral",0,0,0
"1066","feb 5_3",1,6,35,3.5,1,1,"Not Sure",5,1190,3,0,"R_2bJCLLiDXuJn0fu",0,"Conservative","Neutral",0,1,0
"1067","feb 5_3",0,2,65,3.3,2,3,"No",1,1097,-2,0,"R_1kRBvCLKuYxFOJZ",0,"Liberal","Neutral",0,0,0
"1068","feb 5_3",0,2,45,5,1,3,"No",1,924,-2,0,"R_39sEqZJgX9fbnEJ",0,"Liberal","Neutral",0,0,0
"1069","feb 5_3",0,4,25,3.9,1,2,"No",2,801,1,0,"R_24dt8DdMnLfSoJr",0,"Conservative","Neutral",0,0,0
"1070","feb 5_3",0,3,45,2.9,1,3,"No",1,1597,-1,0,"R_1P5K6kdt4CKEamF",0,"Liberal","Neutral",0,0,0
"1071","feb 5_3",0,4,28,4.6,0,3,"No",2,819,2,0,"R_OKkOBI63w7bSWVr",0,"Conservative","Neutral",0,0,0
"1072","feb 5_3",1,7,18,3.4,0,3,"No",1,827,-2,0,"R_1NCUZeUUrENmZci",0,"Liberal","Neutral",0,1,0
"1073","feb 5_3",0,3,24,5,1,3,"No",4,1176,-3,0,"R_1gAyn5ZCNo1qn6x",0,"Liberal","Neutral",0,0,0
"1074","feb 5_3",1,6,35,3.3,0,2,"Not Sure",3,3143,-2,0,"R_2bI5f2UQYyIg78H",0,"Liberal","Neutral",0,1,0
"1075","feb 5_3",0,2,26,2.5,0,1,"No",3,1134,-2,1,"R_2Bba7J6o8ru21sJ",0,"Liberal","Neutral",0,0,0
"1076","feb 5_3",0,2,25,3.9,2,3,"No",3,1691,-1,1,"R_2wcr78MiptNgCdE",0,"Liberal","Neutral",0,0,0
"1077","feb 5_3",0,2,56,4,2,0,"No",3,1482,-2,1,"R_2bNNbv3qDbhNAL2",0,"Liberal","Neutral",0,0,0
"1078","feb 5_3",0,3,62,3.2,2,0,"No",2,1176,2,1,"R_2CxFOJj3qod2hTz",0,"Conservative","Neutral",0,0,0
"1079","feb 5_3",0,1,63,5,2,1,"No",4,1969,2,1,"R_2AQE9atUMeUAoJ7",0,"Conservative","Neutral",0,0,0
"1080","feb 5_3",0,3,67,2.9,0,3,"Not Sure",2,2439,-2,1,"R_5dbj5R4PfSowJMt",0,"Liberal","Neutral",0,0,0
"1081","feb 5_3",0,3,36,3,1,3,"No",2,1853,1,1,"R_2xRiJruhGHJTMn4",0,"Conservative","Neutral",0,0,0
"1082","feb 5_3",0,4,63,4.9,1,3,"No",3,2231,-3,1,"R_1k23bayKe9cQA4e",0,"Liberal","Neutral",0,0,0
"1083","feb 5_3",1,7,46,4.5,2,0,"No",2,4253,3,1,"R_2COrdUozaz7xC2Y",0,"Conservative","Neutral",0,1,0
"1084","feb 5_3",0,6,80,3.2,0,3,"No",1,2497,0,1,"R_4Ovl1auWnlymWsN",0,"Moderate","Neutral",0,0,0
"1085","feb 5_3",0,4,36,4.5,1,3,"Yes",4,639,0,1,"R_3O0RKWrlZMbuAc5",0,"Moderate","Neutral",0,0,0
"1087","feb 5_3",0,2,45,4.3,1,1,"Not Sure",3,434,2,1,"R_3iBS6kJiJnoH2A0",0,"Conservative","Neutral",0,0,0
"1088","feb 5_3",0,1,47,4.4,3,3,"No",4,1360,2,1,"R_Ok6wYTiGNOK1IEV",0,"Conservative","Neutral",0,0,0
"1089","feb 5_3",0,4,41,1.7,1,2,"No",3,7762,0,1,"R_22lEhY226Q6R95B",0,"Moderate","Neutral",0,0,0
"1090","feb 5_3",0,2,49,2.8,1,0,"No",1,1572,3,1,"R_1q8MbjhLWnIMMNN",0,"Conservative","Neutral",0,0,0
"1091","feb 5_3",0,1,49,2.8,1,0,"No",1,1572,3,1,"R_1q8MbjhLWnIMMNN",1,"Conservative","Neutral",0,0,1
"1092","feb 5_3",0,4,36,3,1,3,"No",2,1853,1,1,"R_2xRiJruhGHJTMn4",1,"Conservative","Neutral",0,0,1
"1093","feb 5_3",0,4,63,4.9,1,3,"No",3,2231,-3,1,"R_1k23bayKe9cQA4e",1,"Liberal","Neutral",0,0,1
"1094","feb 5_3",0,5,46,4.5,2,0,"No",2,4253,3,1,"R_2COrdUozaz7xC2Y",1,"Conservative","Neutral",0,0,1
"1095","feb 5_3",0,5,80,3.2,0,3,"No",1,2497,0,1,"R_4Ovl1auWnlymWsN",1,"Moderate","Neutral",0,0,1
"1096","feb 5_3",0,2,36,4.5,1,3,"Yes",4,639,0,1,"R_3O0RKWrlZMbuAc5",1,"Moderate","Neutral",0,0,1
"1098","feb 5_3",0,2,45,4.3,1,1,"Not Sure",3,434,2,1,"R_3iBS6kJiJnoH2A0",1,"Conservative","Neutral",0,0,1
"1099","feb 5_3",0,1,47,4.4,3,3,"No",4,1360,2,1,"R_Ok6wYTiGNOK1IEV",1,"Conservative","Neutral",0,0,1
"1100","feb 5_3",0,3,41,1.7,1,2,"No",3,7762,0,1,"R_22lEhY226Q6R95B",1,"Moderate","Neutral",0,0,1
"1101","feb 6_2",0,4,73,4.6,0,1,"No",1,1020,0,1,"R_2tihGVk4Y4YvxIm",1,"Moderate","Liberal",0,0,1
"1102","feb 6_2",0,3,69,3.1,0,1,"No",3,1233,2,1,"R_3EbarRZDd1O8yTU",1,"Conservative","Liberal",0,0,1
"1103","feb 6_2",0,2,32,4.3,2,2,"No",5,640,-2,1,"R_2Yz846MuEhCcFwR",1,"Liberal","Liberal",1,0,1
"1104","feb 6_2",0,4,32,4.3,2,2,"No",5,640,-2,1,"R_2Yz846MuEhCcFwR",0,"Liberal","Liberal",1,0,0
"1105","feb 6_2",0,4,73,4.6,0,1,"No",1,1020,0,1,"R_2tihGVk4Y4YvxIm",0,"Moderate","Liberal",0,0,0
"1106","feb 6_2",0,3,69,3.1,0,1,"No",3,1233,2,1,"R_3EbarRZDd1O8yTU",0,"Conservative","Liberal",0,0,0
"1107","feb 6_2",0,5,48,2.8,0,3,"No",3,2038,0,1,"R_2YblmY1wjh6Qyqb",1,"Moderate","Liberal",0,0,1
"1108","feb 6_2",0,4,71,3.7,2,2,"Yes",4,2124,2,1,"R_2YPQ81aCEnxlHYN",1,"Conservative","Liberal",0,0,1
"1109","feb 6_2",0,4,42,3.1,1,2,"No",1,2277,0,1,"R_8et8jXf9rpM6ipH",1,"Moderate","Liberal",0,0,1
"1110","feb 6_2",1,5,21,3.6,1,3,"No",1,2370,-1,1,"R_OiGpS42BjKHK3aV",1,"Liberal","Liberal",1,1,1
"1111","feb 6_2",0,4,56,3.4,1,0,"Yes",2,3747,1,1,"R_Dl7hcILYY0EqEBH",1,"Conservative","Liberal",0,0,1
"1112","feb 6_2",0,1,68,3.3,3,3,"Not Sure",4,4034,-2,0,"R_1rAYNB2DJBPAsRA",1,"Liberal","Liberal",1,0,1
"1113","feb 6_2",1,6,18,5,1,2,"No",0,466,-1,0,"R_3fpbEMgSeJ13SKx",1,"Liberal","Liberal",1,1,1
"1114","feb 6_2",0,4,71,4.3,1,2,"No",2,1573,3,0,"R_2eRWKOTiqndt7n9",1,"Conservative","Liberal",0,0,1
"1115","feb 6_2",0,4,30,4.1,1,1,"No",2,1119,-2,0,"R_818p1j1E9hPNmdH",1,"Liberal","Liberal",1,0,1
"1116","feb 6_2",0,3,20,3.6,3,2,"No",1,672,1,0,"R_3nTNwni6GdFXMC6",1,"Conservative","Liberal",0,0,1
"1117","feb 6_2",0,4,21,5,1,1,"No",3,1081,-2,0,"R_3R4sJlBC1Eq6qDg",1,"Liberal","Liberal",1,0,1
"1118","feb 6_2",0,4,24,3.8,0,3,"No",1,4973,0,0,"R_2SxDzQPeVbkgDQN",1,"Moderate","Liberal",0,0,1
"1119","feb 6_2",1,4,18,3.1,2,3,"No",1,596,0,0,"R_3EQGcTA0jDhjw4t",1,"Moderate","Liberal",0,1,1
"1120","feb 6_2",0,1,18,3.8,1,1,"No",1,517,-2,0,"R_26nf9AwyWYQvLX2",1,"Liberal","Liberal",1,0,1
"1121","feb 6_2",1,7,25,4.6,2,1,"Yes",4,2246,-2,0,"R_3Jxt5bCQOQrBBdT",1,"Liberal","Liberal",1,1,1
"1122","feb 6_2",0,3,31,4,1,1,"No",4,791,-2,0,"R_1j6yyHJFS0sYZuD",1,"Liberal","Liberal",1,0,1
"1123","feb 6_2",1,5,37,5,3,2,"No",3,1133,-2,0,"R_3qZDWuDr74FI9Nb",1,"Liberal","Liberal",1,1,1
"1124","feb 6_2",1,7,60,3.8,0,1,"Not Sure",1,1297,-2,0,"R_24edT0TSSkd9hPO",1,"Liberal","Liberal",1,1,1
"1125","feb 6_2",0,4,55,2.4,1,0,"No",4,1764,2,0,"R_ONepEACrwI1demZ",1,"Conservative","Liberal",0,0,1
"1126","feb 6_2",1,5,37,4,2,4,"No",3,659,0,0,"R_1ikh9nbYohMfbB0",1,"Moderate","Liberal",0,1,1
"1127","feb 6_2",0,1,32,4.2,1,2,"No",1,2153,0,0,"R_3OvClRSZvqlt0gF",1,"Moderate","Liberal",0,0,1
"1128","feb 6_2",1,6,51,3,1,0,"Not Sure",4,1032,0,1,"R_1LC0EQNonpjEJGy",1,"Moderate","Liberal",0,1,1
"1129","feb 6_2",0,2,18,4,3,2,"No",1,748,-2,0,"R_3hB0p2SkG2bO5dW",1,"Liberal","Liberal",1,0,1
"1130","feb 6_2",0,5,43,3.4,2,1,"No",3,2103,0,1,"R_3PB68efZy3Lh6BW",1,"Moderate","Liberal",0,0,1
"1131","feb 6_2",0,5,50,3.8,0,3,"Not Sure",2,1397,2,1,"R_UH08mYRh8HskBeV",1,"Conservative","Liberal",0,0,1
"1133","feb 6_2",1,5,36,4.1,1,3,"No",4,828,0,1,"R_yV1cGxmrAPUQI7f",1,"Moderate","Liberal",0,1,1
"1134","feb 6_2",0,5,36,4.8,2,1,"No",2,643,0,1,"R_YbtkrkzT67Khu6d",1,"Moderate","Liberal",0,0,1
"1135","feb 6_2",0,4,39,3.5,0,0,"No",3,1815,0,1,"R_pGfJ2vhrFrPzkDT",1,"Moderate","Liberal",0,0,1
"1136","feb 6_2",0,4,37,4.4,0,2,"No",2,2256,0,1,"R_1pW1Wch4fhoAdUg",1,"Moderate","Liberal",0,0,1
"1137","feb 6_2",1,5,21,3.6,1,3,"No",1,2370,-1,1,"R_OiGpS42BjKHK3aV",0,"Liberal","Liberal",1,1,0
"1138","feb 6_2",0,3,56,3.4,1,0,"Yes",2,3747,1,1,"R_Dl7hcILYY0EqEBH",0,"Conservative","Liberal",0,0,0
"1139","feb 6_2",0,1,68,3.3,3,3,"Not Sure",4,4034,-2,0,"R_1rAYNB2DJBPAsRA",0,"Liberal","Liberal",1,0,0
"1140","feb 6_2",1,6,18,5,1,2,"No",0,466,-1,0,"R_3fpbEMgSeJ13SKx",0,"Liberal","Liberal",1,1,0
"1141","feb 6_2",0,2,71,4.3,1,2,"No",2,1573,3,0,"R_2eRWKOTiqndt7n9",0,"Conservative","Liberal",0,0,0
"1142","feb 6_2",0,4,30,4.1,1,1,"No",2,1119,-2,0,"R_818p1j1E9hPNmdH",0,"Liberal","Liberal",1,0,0
"1143","feb 6_2",0,4,20,3.6,3,2,"No",1,672,1,0,"R_3nTNwni6GdFXMC6",0,"Conservative","Liberal",0,0,0
"1144","feb 6_2",0,3,21,5,1,1,"No",3,1081,-2,0,"R_3R4sJlBC1Eq6qDg",0,"Liberal","Liberal",1,0,0
"1145","feb 6_2",0,4,24,3.8,0,3,"No",1,4973,0,0,"R_2SxDzQPeVbkgDQN",0,"Moderate","Liberal",0,0,0
"1146","feb 6_2",0,4,18,3.1,2,3,"No",1,596,0,0,"R_3EQGcTA0jDhjw4t",0,"Moderate","Liberal",0,0,0
"1147","feb 6_2",0,4,48,2.8,0,3,"No",3,2038,0,1,"R_2YblmY1wjh6Qyqb",0,"Moderate","Liberal",0,0,0
"1148","feb 6_2",0,4,71,3.7,2,2,"Yes",4,2124,2,1,"R_2YPQ81aCEnxlHYN",0,"Conservative","Liberal",0,0,0
"1149","feb 6_2",0,3,42,3.1,1,2,"No",1,2277,0,1,"R_8et8jXf9rpM6ipH",0,"Moderate","Liberal",0,0,0
"1150","feb 6_2",0,5,37,5,3,2,"No",3,1133,-2,0,"R_3qZDWuDr74FI9Nb",0,"Liberal","Liberal",1,0,0
"1151","feb 6_2",1,6,60,3.8,0,1,"Not Sure",1,1297,-2,0,"R_24edT0TSSkd9hPO",0,"Liberal","Liberal",1,1,0
"1152","feb 6_2",0,3,55,2.4,1,0,"No",4,1764,2,0,"R_ONepEACrwI1demZ",0,"Conservative","Liberal",0,0,0
"1153","feb 6_2",0,3,37,4,2,4,"No",3,659,0,0,"R_1ikh9nbYohMfbB0",0,"Moderate","Liberal",0,0,0
"1154","feb 6_2",0,4,32,4.2,1,2,"No",1,2153,0,0,"R_3OvClRSZvqlt0gF",0,"Moderate","Liberal",0,0,0
"1155","feb 6_2",1,6,51,3,1,0,"Not Sure",4,1032,0,1,"R_1LC0EQNonpjEJGy",0,"Moderate","Liberal",0,1,0
"1156","feb 6_2",0,4,18,4,3,2,"No",1,748,-2,0,"R_3hB0p2SkG2bO5dW",0,"Liberal","Liberal",1,0,0
"1157","feb 6_2",0,1,43,3.4,2,1,"No",3,2103,0,1,"R_3PB68efZy3Lh6BW",0,"Moderate","Liberal",0,0,0
"1158","feb 6_2",0,4,50,3.8,0,3,"Not Sure",2,1397,2,1,"R_UH08mYRh8HskBeV",0,"Conservative","Liberal",0,0,0
"1160","feb 6_2",0,1,18,3.8,1,1,"No",1,517,-2,0,"R_26nf9AwyWYQvLX2",0,"Liberal","Liberal",1,0,0
"1161","feb 6_2",1,7,25,4.6,2,1,"Yes",4,2246,-2,0,"R_3Jxt5bCQOQrBBdT",0,"Liberal","Liberal",1,1,0
"1162","feb 6_2",0,4,31,4,1,1,"No",4,791,-2,0,"R_1j6yyHJFS0sYZuD",0,"Liberal","Liberal",1,0,0
"1163","feb 6_2",1,5,37,4.4,0,2,"No",2,2256,0,1,"R_1pW1Wch4fhoAdUg",0,"Moderate","Liberal",0,1,0
"1164","feb 6_2",0,4,36,4.1,1,3,"No",4,828,0,1,"R_yV1cGxmrAPUQI7f",0,"Moderate","Liberal",0,0,0
"1165","feb 6_2",0,5,36,4.8,2,1,"No",2,643,0,1,"R_YbtkrkzT67Khu6d",0,"Moderate","Liberal",0,0,0
"1166","feb 6_2",0,4,39,3.5,0,0,"No",3,1815,0,1,"R_pGfJ2vhrFrPzkDT",0,"Moderate","Liberal",0,0,0
"1167","feb 6_3",1,7,72,4.8,1,1,"No",3,2051,0,0,"R_2V2UvjtB1wAeq5q",1,"Moderate","Conservative",0,1,1
"1168","feb 6_3",0,3,18,3.9,0,3,"No",1,543,0,0,"R_1LhWSZla3plY4r9",1,"Moderate","Conservative",0,0,1
"1169","feb 6_3",0,4,66,3,0,2,"Yes",3,1909,2,1,"R_1rvRMBOtqLqs0gZ",1,"Conservative","Conservative",1,0,1
"1170","feb 6_3",1,6,56,4.6,1,2,"Yes",1,2337,1,0,"R_2SiWNuQyJ0SZDwQ",1,"Conservative","Conservative",1,1,1
"1171","feb 6_3",0,2,22,4.5,0,3,"No",1,2087,-3,0,"R_bmdRdMZipO2FEsN",1,"Liberal","Conservative",0,0,1
"1172","feb 6_3",0,3,66,2.6,0,0,"Yes",4,1741,1,0,"R_2xMmgotDvsm6rPC",1,"Conservative","Conservative",1,0,1
"1173","feb 6_3",1,6,41,5,0,2,"Yes",3,1663,-1,0,"R_1IHuM0yGrIyuY5J",1,"Liberal","Conservative",0,1,1
"1174","feb 6_3",0,3,41,4.3,1,2,"Yes",4,1138,1,0,"R_1FIBjLiiBV3oXiB",1,"Conservative","Conservative",1,0,1
"1175","feb 6_3",1,6,61,4.5,0,2,"Yes",4,2290,2,1,"R_25Hen0BukI1oYZB",1,"Conservative","Conservative",1,1,1
"1176","feb 6_3",0,4,43,4.1,0,0,"Yes",1,1140,1,1,"R_O7JHyp2XW0nix8t",1,"Conservative","Conservative",1,0,1
"1177","feb 6_3",1,7,42,4.5,1,0,"Yes",2,842,0,1,"R_2dJSkvGnDL3FwqY",1,"Moderate","Conservative",0,1,1
"1178","feb 6_3",1,5,49,4.3,0,2,"Yes",3,3298,0,1,"R_1FqQDpNP2eFqZ55",1,"Moderate","Conservative",0,1,1
"1179","feb 6_3",0,5,44,4.5,0,1,"Yes",3,3971,2,1,"R_1pri9ZOz5fWZBU7",1,"Conservative","Conservative",1,0,1
"1180","feb 6_3",0,5,49,3.6,1,0,"No",4,886,-1,1,"R_12M7rdpbI5fy8Wp",1,"Liberal","Conservative",0,0,1
"1181","feb 6_3",0,1,66,5,0,2,"Yes",1,1654,0,0,"R_2dPToruLzRFH4h8",1,"Moderate","Conservative",0,0,1
"1182","feb 6_3",0,3,52,3.9,1,4,"No",1,1893,0,0,"R_21tgTJUQJoVlHHq",1,"Moderate","Conservative",0,0,1
"1183","feb 6_3",0,4,22,2.8,2,2,"Not Sure",1,595,-1,0,"R_3KPDkGpAJezTdIN",1,"Liberal","Conservative",0,0,1
